product_id,url,category,category_path,name,brand,current_price,original_price,discount_pct,sizes_in_stock,colors,sustainability_labels,promo_tags,image_urls,scraped_at
fu009,https://www.freshlabels.cz/en/products/fubuki-niseko-30-fu009/,shoes,Shoes > Boots,Niseko 3.0,FUBUKI,2950.0,3690.0,20.1,,Red,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/644128-vrstva-8fubuki.jpg",2026-04-04T21:32:47.692842+00:00
ve467,https://www.freshlabels.cz/en/products/veja-volley-ot-leather-ve467/,shoes,Shoes > Sneakers,Volley O.T. Leather,Veja,2800.0,3290.0,14.9,,White,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/644320-img-1668veji.jpg",2026-04-04T21:32:47.692842+00:00
fu001,https://www.freshlabels.cz/en/products/fubuki-niseko-30-fu001/,shoes,Shoes > Boots,Niseko 3.0,FUBUKI,3140.0,3690.0,14.9,,Black,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/605470-vrstva-22fubuki-1.jpg",2026-04-04T21:32:47.692842+00:00
ve460,https://www.freshlabels.cz/en/products/veja-campo-leather-ve460/,shoes,Shoes > Sneakers,Campo Leather,Veja,2880.0,3390.0,15.0,,White,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641226-img-4160veja.jpg",2026-04-04T21:32:50.076651+00:00
wq005,https://www.freshlabels.cz/en/products/winqs-zerofly-wq005/,shoes,Shoes > Sneakers,Zerofly,WINQS,3310.0,3890.0,14.9,,Black,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/578859-img-8791-kopie-winqs-01.jpg",2026-04-04T21:32:50.076651+00:00
kee026,https://www.freshlabels.cz/en/products/keen-ks-mino-men-kee026/,shoes,Shoes > Sneakers,KS Mino Men,Keen,3290.0,3290.0,0.0,,Black,,-extra 10%|free shipping|new,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/666884-vrstva-25keen-1.jpg",2026-04-04T21:32:50.076651+00:00
kee023,https://www.freshlabels.cz/en/products/keen-jasper-rocks-sp-men-kee023/,shoes,Shoes,Jasper Rocks SP Men,Keen,3290.0,3290.0,0.0,,Beige,,-extra 10%|free shipping|new,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/666863-vrstva-4keen-1-666863.jpg",2026-04-04T21:32:50.076651+00:00
ns135,https://www.freshlabels.cz/en/products/novesta-star-dribble-ns135/,shoes,Shoes > Sneakers,Star Dribble,Novesta,1610.0,1890.0,14.8,,White,sustainable,discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/586493-vrstva-9boty-09.jpg",2026-04-04T21:32:50.076651+00:00
sal076,https://www.freshlabels.cz/en/products/salomon-acs-pro-gore-tex-sal076/,shoes,Shoes > Sneakers,ACS PRO Gore-Tex,Salomon,5390.0,5390.0,0.0,,Black,,free shipping,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/vrstva-10salomon-02.jpg,2026-04-04T21:32:50.076651+00:00
fu006,https://www.freshlabels.cz/en/products/fubuki-niseko-30-fu006/,shoes,Shoes > Boots,Niseko 3.0,FUBUKI,2950.0,3690.0,20.1,,Orange,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/612780-vrstva-17-subuki-3-5.jpg",2026-04-04T21:32:50.076651+00:00
ve456,https://www.freshlabels.cz/en/products/veja-paulistana-alveomesh-ve456/,shoes,Shoes > Sneakers,Paulistana Alveomesh,Veja,3140.0,3690.0,14.9,,Grey,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641208-img-4143veja.jpg",2026-04-04T21:32:50.076651+00:00
ns141,https://www.freshlabels.cz/en/products/novesta-s-chukka-suede-ns141/,shoes,Shoes > Low shoes,S. Chukka Suede,Novesta,1950.0,2290.0,14.8,,Black,sustainable,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/599126-vrstva-15-novesta-1-3.jpg",2026-04-04T21:32:50.076651+00:00
wq006,https://www.freshlabels.cz/en/products/winqs-zerofly-wq006/,shoes,Shoes > Sneakers,Zerofly,WINQS,3310.0,3890.0,14.9,,Green,recycled|sustainable,-extra 10%|bestseller|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/578878-urovne-5-winqs-01.jpg",2026-04-04T21:32:50.076651+00:00
sal136,https://www.freshlabels.cz/en/products/salomon-rx-marie-jeanne-sal136/,shoes,Shoes,RX Marie-Jeanne,Salomon,3190.0,3190.0,0.0,,Beige,,-extra 10%|free shipping|new,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/665455-vrstva-2salomon-5.jpg",2026-04-04T21:32:50.076651+00:00
kee001,https://www.freshlabels.cz/en/products/keen-yogui-women-kee001/,shoes,Shoes > Slippers,Yogui Women,Keen,1610.0,1890.0,14.8,,Black,,-extra 10%|discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/587531-vrstva-26keen-6-7.jpg",2026-04-04T21:32:50.076651+00:00
blu033,https://www.freshlabels.cz/en/products/blundstone-2528-blu033/,shoes,Shoes > Boots,2528,Blundstone,4390.0,5490.0,20.0,,Brown,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/644293-vrstva-1bluntstone.jpg",2026-04-04T21:32:50.076651+00:00
ns118,https://www.freshlabels.cz/en/products/novesta-star-master-ns118/,shoes,Shoes > Sneakers,Star Master,Novesta,1180.0,1690.0,30.2,,Green,sustainable,bestseller|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/586495-vrstva-10boty-10.jpg",2026-04-04T21:32:50.076651+00:00
sal118,https://www.freshlabels.cz/en/products/salomon-xt-whisper-sal118/,shoes,Shoes > Sneakers,XT-WHISPER,Salomon,3100.0,3650.0,15.1,,White,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658199-vrstva-111salomon.jpg",2026-04-04T21:32:50.076651+00:00
sal099,https://www.freshlabels.cz/en/products/salomon-xt-4-og-sal099/,shoes,Shoes > Sneakers,XT-4 OG,Salomon,3830.0,4790.0,20.0,,White,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636149-vrstva-1chrome-9.jpg",2026-04-04T21:32:50.076651+00:00
ve465,https://www.freshlabels.cz/en/products/veja-campo-bold-suede-ve465/,shoes,Shoes > Sneakers,Campo Bold Suede,Veja,2880.0,3390.0,15.0,,Beige,fair production|organic cotton|sustainable,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/644309-img-1677veji-644309.jpg",2026-04-04T21:32:50.076651+00:00
sal091,https://www.freshlabels.cz/en/products/salomon-xt-whisper-sal091/,shoes,Shoes > Sneakers,XT – Whisper,Salomon,3220.0,3790.0,15.0,,Yellow,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636175-vrstva-1salomon-2.jpg",2026-04-04T21:32:50.076651+00:00
sal134,https://www.freshlabels.cz/en/products/salomon-xt-6-gore-tex-sal134/,shoes,Shoes > Sneakers,XT-6 Gore-Tex,Salomon,4990.0,4990.0,0.0,,Green,,free shipping|new,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/665442-vrstva-2salomon-2-665442.jpg",2026-04-04T21:32:50.076651+00:00
sal133,https://www.freshlabels.cz/en/products/salomon-xt-pure-sal133/,shoes,Shoes > Sneakers,XT-PU.RE,Salomon,4240.0,4990.0,15.0,,Black,,discount|free shipping|new,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/665437-vrstva-2salomon-1-665437.jpg",2026-04-04T21:32:50.076651+00:00
sal114,https://www.freshlabels.cz/en/products/salomon-xt-6-sal114/,shoes,Shoes > Sneakers,XT-6,Salomon,3730.0,4390.0,15.0,,Grey,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658171-vrstva-86salomon.jpg",2026-04-04T21:32:50.076651+00:00
blu034,https://www.freshlabels.cz/en/products/blundstone-566-blu034/,shoes,Shoes > Chelsea,566,Blundstone,4410.0,5190.0,15.0,,Black,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/656470-vrstva-1bluntstone-1.jpg",2026-04-04T21:32:50.076651+00:00
bir530,https://www.freshlabels.cz/en/products/birkenstock-highwood-suede-leather-bir530/,shoes,Shoes > Chelsea,Highwood Suede Leather,Birkenstock,3670.0,4590.0,20.0,,Black,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/637576-vrstva-34birkeny-1.jpg",2026-04-04T21:32:50.076651+00:00
sal094,https://www.freshlabels.cz/en/products/salomon-acs-pro-leather-sal094/,shoes,Shoes > Sneakers,ACS PRO Leather,Salomon,4150.0,5190.0,20.0,,Brown,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636185-vrstva-3salomon-3.jpg",2026-04-04T21:32:50.076651+00:00
kee010,https://www.freshlabels.cz/en/products/keen-jasper-rocks-sp-men-kee010/,shoes,Shoes,Jasper Rocks SP Men,Keen,2550.0,3190.0,20.1,,Beige,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/623715-vrstva-4keen-1-623715.jpg",2026-04-04T21:32:50.076651+00:00
bir531,https://www.freshlabels.cz/en/products/birkenstock-jackson-20-bir531/,shoes,Shoes,Jackson 2.0,Birkenstock,4310.0,5390.0,20.0,,Black,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641700-vrstva-5birkeny-1.jpg",2026-04-04T21:32:50.076651+00:00
bir529,https://www.freshlabels.cz/en/products/birkenstock-utti-lace-suede-leather-bir529/,shoes,Shoes,Utti Lace Suede Leather,Birkenstock,3890.0,3890.0,0.0,,Brown,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/637586-vrstva-44birkeny-1.jpg",2026-04-04T21:32:50.076651+00:00
tro065,https://www.freshlabels.cz/en/products/tropicfeel-at-tro065/,shoes,Shoes > Sneakers,AT,Tropicfeel,2630.0,3290.0,20.1,,Green,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/626975-vrstva-25tropic-4-7b.jpg",2026-04-04T21:32:50.076651+00:00
tro045,https://www.freshlabels.cz/en/products/tropicfeel-all-terrain-tro045/,shoes,Shoes > Sneakers,All-Terrain,Tropicfeel,2300.0,3290.0,30.1,,Green,sustainable,discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/583645-odstin-a-sytost-2tropic-1-9-583645.jpg",2026-04-04T21:32:50.076651+00:00
sal111,https://www.freshlabels.cz/en/products/salomon-x-alp-ltr-sal111/,shoes,Shoes > Sneakers,X-ALP LTR,Salomon,3900.0,4590.0,15.0,,Violet,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658114-vrstva-129salomon.jpg",2026-04-04T21:32:50.076651+00:00
kee013,https://www.freshlabels.cz/en/products/keen-uneek-wk-men-kee013/,shoes,Shoes > Sandals,Uneek WK Men,Keen,2630.0,3290.0,20.1,,White,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/629610-vrstva-27keen-2.jpg",2026-04-04T21:32:50.076651+00:00
ve464,https://www.freshlabels.cz/en/products/veja-campo-bold-suede-ve464/,shoes,Shoes > Sneakers,Campo Bold Suede,Veja,3390.0,3390.0,0.0,,Beige,sustainable,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/644303-img-1677veji.jpg",2026-04-04T21:32:50.076651+00:00
ve441,https://www.freshlabels.cz/en/products/veja-campo-ve441/,shoes,Shoes > Sneakers,Campo,Veja,3390.0,3390.0,0.0,,White,sustainable,free shipping,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/urovne-1veja-01.jpg,2026-04-04T21:32:50.076651+00:00
bir095,https://www.freshlabels.cz/en/products/birkenstock-madrid-bf-bir095/,shoes,Shoes > Slippers,Madrid BF,Birkenstock,1910.0,2250.0,15.1,,Black,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/631311-vrstva-55birkeny-3.jpg",2026-04-04T21:32:50.076651+00:00
wq009,https://www.freshlabels.cz/en/products/winqs-zerofly-wq009/,shoes,Shoes > Sneakers,Zerofly,WINQS,3310.0,3890.0,14.9,,Green,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/578888-urovne-5-winqs-01-578888.jpg",2026-04-04T21:32:50.076651+00:00
ve466,https://www.freshlabels.cz/en/products/veja-campo-leather-ve466/,shoes,Shoes > Sneakers,Campo Leather,Veja,3390.0,3390.0,0.0,,White,sustainable,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/644316-img-1661veji.jpg",2026-04-04T21:32:50.076651+00:00
bir534,https://www.freshlabels.cz/en/products/birkenstock-utti-lace-suede-leather-bir534/,shoes,Shoes,Utti Lace Suede Leather,Birkenstock,3890.0,3890.0,0.0,,Black,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641723-vrstva-22birkeny-3.jpg",2026-04-04T21:32:52.704610+00:00
bir514,https://www.freshlabels.cz/en/products/birkenstock-arizona-soft-footbed-birko-flor-bir514/,shoes,Shoes > Slippers,Arizona Soft Footbed Birko-Flor,Birkenstock,1990.0,2490.0,20.1,,Brown,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/631301-vrstva-63birkeny-3.jpg",2026-04-04T21:32:52.704610+00:00
bir489,https://www.freshlabels.cz/en/products/birkenstock-boston-sfb-leoi-bir489/,shoes,Shoes > Slippers,Boston SFB LEOI,Birkenstock,3990.0,3990.0,0.0,,Beige,,bestseller|free shipping|produced in europe,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/vrstva-7boty-08.jpg,2026-04-04T21:32:52.704610+00:00
